-104.92,27.597,-621.97
-104.67,26.969,-620.42
-103.59,26.982,-620.73
-103.12,27.003,-621.3
-102.67,27.042,-622
-106.17,26.354,-619.3
-105.64,26.361,-619.45
-102.97,26.401,-620.38
-102.42,26.412,-620.48
-101.91,26.426,-620.79
-107.85,25.794,-619.16
-107.19,25.771,-618.63
-106.58,25.756,-618.34
-104.94,25.772,-618.62
-103.35,25.791,-619.2
-101.79,25.827,-620.05
-108.29,25.205,-618.44
-107.66,25.189,-618.05
-104.81,25.178,-617.84
-104.27,25.184,-618
-103.74,25.188,-618.18
-103.19,25.193,-618.24
-102.65,25.2,-618.39
-101.64,25.23,-619.07
-100.47,25.221,-618.83
-99.32,25.206,-618.66
-98.73,25.207,-618.54
-97.6,25.2,-618.5
-97.03,25.196,-618.43
-96.46,25.198,-618.41
-94.8,25.201,-618.6
-94.27,25.215,-618.79
-93.7,25.215,-618.79
-106.92,24.581,-616.97
-102.58,24.622,-617.88
-102.02,24.62,-617.91
-101.49,24.631,-618.12
-100.33,24.616,-617.95
-99.77,24.62,-617.91
-99.18,24.611,-617.78
-98,24.599,-617.45
-94.65,24.599,-617.56
-93.58,24.623,-617.98
-93.07,24.636,-618.29
-92.56,24.648,-618.61
-107.41,24.008,-616.52
-104.59,24.004,-616.45
-104.03,24.003,-616.47
-102.44,24.024,-617.03
-101.38,24.04,-617.41
-100.79,24.034,-617.25
-96.17,24,-616.5
-93.96,24.008,-616.75
-90.93,24.103,-619
-90.46,24.129,-619.61
-107.3,23.422,-615.87
-105.58,23.411,-615.66
-104.49,23.418,-615.8
-103.95,23.426,-615.95
-103.41,23.425,-616.08
-100.64,23.435,-616.3
-99.5,23.428,-616.16
-98.93,23.431,-616.12
-97.79,23.421,-616.01
-97.21,23.419,-615.91
-96.63,23.416,-615.82
-95.51,23.417,-615.81
-91.33,23.498,-617.88
-90.33,23.528,-618.68
-89.86,23.552,-619.32
-107.81,22.852,-615.5
-107.2,22.843,-615.26
-103.3,22.851,-615.4
-99.95,22.848,-615.44
-98.8,22.842,-615.27
-97.63,22.826,-615
-94.3,22.831,-615.17
-91.7,22.883,-616.53
-16.09,23.159,-624.16
-108.31,22.282,-615.13
-107.09,22.26,-614.59
-105.94,22.255,-614.42
-105.39,22.251,-614.46
-103.75,22.264,-614.66
-102.68,22.275,-614.99
-102.14,22.275,-615.1
-101.56,22.275,-614.99
-101,22.276,-614.98
-99.28,22.263,-614.78
-98.71,22.258,-614.72
-98.13,22.252,-614.56
-97.57,22.26,-614.59
-95.88,22.249,-614.49
-95.33,22.26,-614.59
-93.15,22.266,-614.98
-91.61,22.303,-615.93
-16.64,22.566,-623.37
-15.51,22.567,-623.47
-108.25,21.712,-614.77
-107.59,21.692,-614.2
-106.43,21.683,-613.96
-105.86,21.679,-613.89
-105.31,21.683,-613.96
-104.76,21.68,-613.99
-104.22,21.687,-614.14
-103.13,21.693,-614.3
-100.33,21.685,-614.28
-99.75,21.684,-614.17
-97.46,21.672,-613.84
-96.33,21.668,-613.78
-93.61,21.688,-614.24
-92.04,21.713,-614.98
-91.54,21.732,-615.35
-91.03,21.739,-615.73
-90.05,21.775,-616.68
-89.57,21.799,-617.22
-89.12,21.82,-618
-88.22,21.885,-619.57
-87.73,21.901,-620.07
-16.05,21.972,-622.46
-15.48,21.965,-622.43
-8.67,21.941,-621.79
-108.8,21.151,-614.64
-107.49,21.112,-613.59
-106.91,21.103,-613.47
-106.35,21.103,-613.47
-104.69,21.107,-613.53
-104.14,21.11,-613.61
-102.51,21.124,-613.92
-99.09,21.11,-613.5
-97.95,21.1,-613.38
-96.26,21.099,-613.28
-94.59,21.095,-613.33
-94.06,21.101,-613.49
-92.98,21.116,-613.78
-91.96,21.14,-614.42
-90.94,21.163,-615.08
-90.45,21.175,-615.52
-89.48,21.21,-616.6
-87.67,21.325,-619.66
-86.78,21.38,-621.32
-17.17,21.387,-621.92
-14.33,21.368,-621.46
-13.75,21.351,-621.07
-11.47,21.317,-620.2
-10.34,21.318,-620.19
-9.22,21.322,-620.37
-107.41,20.536,-613.06
-106.82,20.529,-612.91
-106.27,20.537,-612.94
-104.61,20.54,-613.02
-102.44,20.546,-613.4
-101.89,20.552,-613.46
-101.31,20.548,-613.39
-97.87,20.527,-612.82
-96.75,20.529,-612.8
-94,20.537,-613.05
-92.93,20.546,-613.41
-91.88,20.557,-613.86
-90.88,20.588,-614.65
-90.37,20.598,-615
-89.42,20.642,-616.09
-86.28,20.839,-621.76
-16.58,20.784,-620.9
-14.3,20.764,-620.44
-13.73,20.758,-620.17
-12.02,20.736,-619.49
-10.9,20.731,-619.44
-9.2,20.735,-619.51
-8.08,20.748,-619.82
-6.96,20.768,-620.51
-6.4,20.778,-620.74
-108.55,19.987,-613.15
-107.92,19.969,-612.77
-106.18,19.963,-612.39
-102.36,19.978,-612.9
-101.21,19.973,-612.73
-100.65,19.967,-612.68
-99.49,19.956,-612.47
-96.1,19.949,-612.2
-95.57,19.957,-612.34
-92.87,19.975,-612.93
-92.34,19.977,-613.14
