-107.06,27.57,-621.25
-106.46,27.555,-621.06
-105.97,27.572,-621.45
-104.92,27.597,-621.97
-107.46,26.962,-620.27
-106.86,26.952,-620.05
-106.32,26.952,-620.16
-105.79,26.964,-620.37
-105.22,26.964,-620.37
-104.67,26.969,-620.42
-104.15,26.975,-620.7
-103.59,26.982,-620.73
-103.12,27.003,-621.3
-102.67,27.042,-622
-107.95,26.383,-619.78
-107.32,26.357,-619.38
-106.74,26.354,-619.31
-106.17,26.354,-619.3
-105.64,26.361,-619.45
-105.1,26.369,-619.6
-104.55,26.37,-619.7
-104.01,26.378,-619.84
-103.48,26.39,-620.04
-102.97,26.401,-620.38
-102.42,26.412,-620.48
-101.91,26.426,-620.79
-108.49,25.809,-619.58
-107.85,25.794,-619.16
-107.19,25.771,-618.63
-106.58,25.756,-618.34
-106.01,25.758,-618.32
-105.47,25.756,-618.46
-104.94,25.772,-618.62
-104.39,25.771,-618.74
-103.87,25.783,-618.95
-103.35,25.791,-619.2
-102.82,25.803,-619.42
-102.3,25.809,-619.69
-101.79,25.827,-620.05
-100.07,25.823,-619.87
-98.92,25.814,-619.75
-108.29,25.205,-618.44
-107.66,25.189,-618.05
-107.07,25.182,-617.91
-106.48,25.167,-617.73
-105.93,25.171,-617.8
-105.37,25.17,-617.81
-104.81,25.178,-617.84
-104.27,25.184,-618
-103.74,25.188,-618.18
-103.19,25.193,-618.24
-102.65,25.2,-618.39
-102.17,25.217,-618.88
-101.64,25.23,-619.07
-101.07,25.225,-619.01
-100.47,25.221,-618.83
-99.91,25.212,-618.82
-99.32,25.206,-618.66
-98.73,25.207,-618.54
-98.15,25.198,-618.41
-97.6,25.2,-618.5
-97.03,25.196,-618.43
-96.46,25.198,-618.41
-95.9,25.196,-618.43
-95.33,25.198,-618.41
-94.8,25.201,-618.6
-94.27,25.215,-618.79
-93.7,25.215,-618.79
-93.2,25.232,-619.17
-108.18,24.614,-617.74
-107.55,24.598,-617.35
-106.92,24.581,-616.97
-106.35,24.576,-616.91
-105.8,24.588,-617.01
-105.24,24.585,-617.04
-104.68,24.578,-617
-104.15,24.59,-617.21
-103.62,24.601,-617.43
-103.11,24.607,-617.71
-102.58,24.622,-617.88
-102.02,24.62,-617.91
-101.49,24.631,-618.12
-100.93,24.631,-618.12
-100.33,24.616,-617.95
-99.77,24.62,-617.91
-99.18,24.611,-617.78
-98.6,24.602,-617.64
-98,24.599,-617.45
-97.43,24.593,-617.41
