-107.06,27.57,-621.25
0.6,-0.01,0.18
0.49,0.02,-0.38
1.05,0.02,-0.52
-2.54,-0.63,1.7
0.6,-0.01,0.22
0.54,0,-0.11
0.53,0.01,-0.21
0.57,0,0
0.55,0.01,-0.05
0.52,0.01,-0.28
0.56,0.01,-0.03
0.47,0.02,-0.56
0.45,0.04,-0.71
-5.28,-0.66,2.23
0.63,-0.03,0.39
0.58,-0,0.07
0.57,0,0.01
0.53,0.01,-0.15
0.54,0.01,-0.14
0.55,0,-0.1
0.54,0.01,-0.14
0.53,0.01,-0.2
0.51,0.01,-0.34
0.55,0.01,-0.1
0.51,0.01,-0.3
-6.58,-0.62,1.21
0.64,-0.01,0.41
0.66,-0.02,0.53
0.61,-0.01,0.29
0.57,0,0.02
0.54,-0,-0.14
0.53,0.02,-0.16
0.55,-0,-0.12
0.52,0.01,-0.21
0.52,0.01,-0.25
0.53,0.01,-0.21
0.52,0.01,-0.27
0.51,0.02,-0.36
1.72,-0,0.18
1.15,-0.01,0.12
-9.37,-0.61,1.31
0.63,-0.02,0.39
0.59,-0.01,0.14
0.59,-0.02,0.17
0.55,0,-0.07
0.56,-0,-0.01
0.56,0.01,-0.02
0.54,0.01,-0.16
0.53,0,-0.18
0.55,0,-0.06
0.54,0.01,-0.15
0.48,0.02,-0.49
0.53,0.01,-0.19
0.57,-0,0.06
0.6,-0,0.18
0.56,-0.01,0.01
0.59,-0.01,0.16
0.59,0,0.12
0.58,-0.01,0.13
0.55,0,-0.09
0.57,-0,0.07
0.57,0,0.02
0.56,-0,-0.02
0.57,0,0.02
0.53,0,-0.19
0.53,0.01,-0.19
0.57,0,0
0.5,0.02,-0.37
-14.98,-0.62,1.43
0.63,-0.02,0.38
0.63,-0.02,0.38
0.57,-0,0.06
0.55,0.01,-0.1
0.56,-0,-0.03
0.56,-0.01,0.04
0.53,0.01,-0.21
0.53,0.01,-0.22
0.51,0.01,-0.27
0.53,0.02,-0.17
0.56,-0,-0.03
0.53,0.01,-0.21
0.56,0,0
0.6,-0.02,0.17
0.56,0,0.04
0.59,-0.01,0.13
0.58,-0.01,0.13
0.6,-0,0.19
0.57,-0.01,0.04
0.54,0.01,-0.12
0.59,-0.01,0.15
0.56,0,0.04
0.56,-0,-0.02
0.53,0,-0.2
0.53,0.01,-0.24
0.54,0.02,-0.17
0.51,0.01,-0.31
0.51,0.01,-0.32
0.54,0,-0.21
-16,-0.64,2.01
0.61,-0,0.29
0.59,-0.01,0.14
0.57,-0.01,0.05
0.56,0,0.01
0.56,-0,-0.03
0.54,0.01,-0.1
0.56,-0,-0.02
0.53,0,-0.19
0.53,0.01,-0.19
0.53,0,-0.18
0.51,0.01,-0.31
0.55,0,-0.07
0.59,-0.01,0.16
0.62,-0.01,0.34
0.58,-0.01,0.11
0.57,-0,0.09
0.57,0,0.01
0.58,-0.01,0.1
0.57,-0,0.08
0.56,0.01,-0.03
0.57,-0.01,0.05
0.56,0,0.02
0.56,-0,-0.01
0.53,0.01,-0.24
0.56,-0,-0.02
0.51,0.02,-0.28
0.5,0.01,-0.41
0.51,0.02,-0.38
0.53,0.01,-0.22
0.47,0.02,-0.6
0.51,0.02,-0.34
0.47,0.03,-0.61
-18.08,-0.68,3.09
0.61,-0.01,0.3
0.63,-0.01,0.34
0.59,-0,0.18
0.57,-0,0.06
0.56,-0,-0.03
0.55,0,-0.06
0.54,0,-0.08
0.54,0.01,-0.14
0.54,-0,-0.13
0.53,0.01,-0.2
0.53,0.01,-0.15
0.56,0.01,-0.05
0.56,-0.01,0.02
0.59,-0.01,0.16
0.58,-0,0.09
0.56,-0.01,0.05
0.57,0,0.04
0.57,0,0.02
0.57,-0.01,0.09
0.58,-0,0.09
0.58,-0,0.09
0.56,0,0
0.56,0,0.01
0.56,-0,-0.02
0.53,0.01,-0.19
0.54,-0,-0.13
0.53,0.01,-0.21
0.54,0.01,-0.14
0.51,0.01,-0.33
0.49,0.02,-0.45
0.48,0.02,-0.58
0.51,0.02,-0.36
0.49,0.01,-0.44
0.47,0.02,-0.63
-18.6,-0.68,3.32
0.65,-0.02,0.49
0.61,-0.01,0.24
0.58,-0.01,0.16
0.57,0,0.01
0.56,-0.01,0.04
0.56,0.01,-0.05
0.53,0,-0.18
0.55,-0,-0.03
0.55,0.01,-0.09
0.52,0,-0.2
0.53,0.01,-0.22
0.56,0,0
0.57,-0,0.07
0.59,-0.01,0.14
0.58,-0.01,0.17
0.57,-0.01,0.05
0.58,0,0.12
0.59,-0.01,0.15
0.58,-0.01,0.12
0.56,-0,-0.01
0.56,0,0.03
0.56,-0,-0.03
0.55,0.01,-0.03
0.55,0,-0.09
0.55,-0,-0.04
0.53,0.01,-0.19
0.52,0.01,-0.31
0.52,0.01,-0.27
0.51,0.01,-0.34
0.52,0.01,-0.24
0.49,0.02,-0.47
0.48,0.02,-0.55
0.5,0.02,-0.46
0.49,0.02,-0.48
0.43,0.03,-0.88
0.45,0.03,-0.79
71.62,0.15,-4.44
0.58,-0.02,0.41
0.57,0,0.03
0.56,0.01,-0.33
-92.78,-0.89,9.36
0.61,-0.02,0.26
0.61,-0.01,0.28
0.57,-0,0.08
0.58,-0,0.09
0.55,-0,-0.04
0.54,0.01,-0.13
0.54,0,-0.08
0.56,0,0.01
0.52,0.01,-0.26
0.55,0,-0.07
0.54,0,-0.11
0.58,-0,0.11
0.56,0,0.01
0.56,0,0
0.58,-0.01,0.12
0.58,-0,0.08
0.57,-0,0.06
0.58,-0.01,0.16
0.56,0.01,-0.03
0.57,-0,0.08
0.57,-0,0.07
0.55,-0,-0.05
0.55,0.01,-0.1
0.55,-0,-0.04
0.55,0,-0.1
0.54,0,-0.07
0.54,0,-0.18
0.53,0.01,-0.16
0.51,0.02,-0.36
0.5,0.01,-0.42
0.49,0.02,-0.46
0.52,0.01,-0.24
0.47,0.02,-0.65
0.46,0.03,-0.7
0.48,0.01,-0.53
0.45,0.04,-0.82
0.43,0.03,-0.88
71.09,0.11,-3.58
0.58,-0.01,0.42
0.57,0,0.02
0.56,-0,-0.12
-93.44,-0.83,7.96
0.7,-0.03,0.74
0.66,-0.02,0.57
0.58,-0.01,0.14
0.58,-0,0.1
0.57,-0,0.07
0.55,0,-0.07
0.55,-0,-0.03
0.54,0.01,-0.15
0.55,0,-0.06
0.54,0,-0.1
0.53,0.01,-0.16
0.54,0,-0.11
0.57,0,0.05
0.58,-0.01,0.14
0.58,-0.01,0.1
0.58,-0,0.11
0.56,0,0.04
0.59,-0.02,0.17
0.57,0,0.05
0.57,-0,0.06
0.55,0.01,-0.04
0.58,-0.01,0.1
0.56,0,0.01
0.55,0,-0.06
0.55,0.01,-0.05
0.53,0,-0.21
0.53,0.01,-0.14
0.53,0,-0.19
0.51,0.01,-0.33
0.53,0.01,-0.22
0.5,0.02,-0.36
0.51,0.01,-0.38
0.49,0.02,-0.47
0.49,0.02,-0.48
0.48,0.02,-0.53
0.45,0.02,-0.78
0.48,0.02,-0.55
0.42,0.04,-1.01
0.49,0.02,-0.5
0.4,0.05,-1.19
70.14,0.03,-1.5
0.57,-0.01,0.28
0.57,0,0.01
0.57,-0.01,0.03
0.57,-0.01,0.27
1.14,-0.02,0.34
0.57,0,0.01
0.56,0,0
2.27,0,0.01
0.57,0,0
0.56,0,0.01
0.57,0,0
0.57,0,0
-100.7,-0.79,7.15
0.7,-0.03,0.78
0.61,-0.01,0.27
0.58,-0.01,0.12
0.56,0,0
0.56,0,0.05
0.55,0,-0.08
0.55,-0,-0.03
0.55,0,-0.08
0.54,0,-0.08
0.54,0.01,-0.13
0.55,0,-0.09
0.55,-0,-0.05
0.56,0,0.04
0.61,-0.01,0.27
0.55,-0,-0.04
0.59,-0.01,0.17
0.56,0,0.02
0.58,-0.01,0.11
0.56,0,0.01
0.56,-0.01,0.05
0.57,0.01,0.06
0.56,-0,-0.01
0.55,-0,-0.03
0.56,-0,-0.01
0.56,-0,-0.01
0.53,0.01,-0.16
0.53,0.01,-0.19
0.55,0,-0.09
0.51,0.01,-0.31
0.51,0.01,-0.33
0.5,0.01,-0.37
0.52,0.02,-0.28
0.49,0.01,-0.44
0.45,0.02,-0.76
0.52,0.01,-0.33
0.45,0.03,-0.77
0.45,0.03,-0.72
0.47,0.02,-0.66
0.44,0.03,-0.91
0.45,0.03,-0.8
0.44,0.02,-0.87
69.61,0.01,-0.6
0.58,-0.02,0.46
0.57,-0,0.1
0.56,0.01,-0.15
0.56,-0.01,-0.07
0.57,0,0.12
0.58,-0.02,0.38
0.57,-0.01,0.24
1.14,-0.02,0.63
0.57,0,0
0.56,0,0
0.57,0,0.01
0.56,0.01,-0.16
0.56,-0,-0.02
0.56,0.02,-0.35
0.57,0,-0.21
0.56,0.01,-0.18
0.56,0.01,-0.42
0.56,0.01,-0.27
-102.2,-0.82,8.25
0.59,-0,0.18
0.61,-0.01,0.31
0.59,-0.01,0.15
0.55,0.01,-0.03
0.57,-0.01,0.03
0.55,0.01,-0.02
0.54,0,-0.09
0.56,-0,-0.01
0.54,0,-0.11
0.54,0,-0.11
0.53,0.01,-0.15
0.55,0.01,-0.05
0.58,-0,0.07
0.59,-0.01,0.21
0.57,-0,0.08
0.57,-0,0.09
0.57,0,0.03
0.57,-0,0.08
0.57,-0,0.07
0.57,-0,0.09
0.55,0,-0.07
0.58,-0.01,0.12
0.54,0,-0.09
0.56,-0,-0.01
0.54,0.01,-0.1
0.53,0.01,-0.17
0.54,-0,-0.14
0.53,0.01,-0.22
0.52,0,-0.2
0.53,0.01,-0.24
0.5,0.02,-0.34
0.5,0.01,-0.45
0.51,0.01,-0.34
0.48,0.02,-0.49
0.47,0.03,-0.6
0.47,0.01,-0.64
0.47,0.02,-0.65
0.44,0.03,-0.81
0.46,0.03,-0.78
0.44,0.03,-0.83
0.45,0.03,-0.84
0.41,0.04,-1.13
69.13,-0.04,0.59
0.57,-0.02,0.27
0.58,-0.01,0.26
0.56,-0,-0.01
0.57,-0.01,0.26
0.57,-0,-0.05
0.57,-0.01,0.27
0.57,-0,0.2
0.57,-0.01,0.32
0.57,-0.01,0.15
0.56,-0,0.1
0.56,-0,-0.05
0.57,-0,0.11
0.56,0,-0.07
0.57,0,-0.11
0.56,0.01,-0.2
0.56,0,-0.1
0.56,0.01,-0.45
0.56,0.01,-0.24
0.56,0.01,-0.23
0.57,0,-0.11
0.56,0.02,-0.46
-103.28,-0.81,8.17
0.63,-0.02,0.37
0.59,-0,0.2
0.58,-0.01,0.12
0.57,0.01,0.06
0.56,-0.01,0.02
0.54,0.01,-0.11
0.56,0,0
0.54,0,-0.1
0.54,0,-0.11
0.54,0.01,-0.11
0.54,0,-0.1
0.56,0,0
0.59,-0.01,0.17
0.56,-0.01,0.05
0.59,-0,0.19
0.57,-0.01,0.02
0.56,0,0.05
0.57,-0.01,0.04
0.56,0,0.05
0.57,-0.01,0.04
0.56,-0,0.06
0.57,0,0.03
0.53,0.01,-0.14
0.56,-0,-0.04
0.55,0,0
0.54,0.01,-0.12
0.53,0,-0.2
0.52,0.01,-0.23
0.53,0,-0.21
0.51,0.02,-0.34
0.53,0,-0.18
0.48,0.02,-0.49
0.5,0.01,-0.41
0.49,0.01,-0.45
0.49,0.02,-0.5
0.45,0.03,-0.74
0.5,0.02,-0.47
0.43,0.02,-0.88
0.46,0.03,-0.74
0.43,0.04,-0.95
0.46,0.02,-0.68
0.42,0.04,-1.06
67.92,-0.04,0.49
0.58,-0.01,0.24
0.57,-0.01,0.26
0.57,-0.01,0.16
0.57,-0.01,0.21
0.57,-0,0.1
0.56,0.01,-0.11
0.57,-0.01,0.18
0.56,-0.01,0.17
0.58,-0.01,0.4
0.57,-0.01,0.26
0.56,0,0.12
0.57,-0,0.1
0.56,-0.01,0.02
0.56,0,-0.07
0.57,-0,-0.01
0.56,0.01,-0.22
0.56,0.01,-0.22
0.56,0.01,-0.17
0.56,0,-0.22
0.56,0.01,-0.21
0.56,0.01,-0.17
0.57,0.01,-0.23
0.56,0.01,-0.26
0.56,0.01,-0.26
-103.77,-0.79,7.83
0.62,-0.01,0.33
0.6,-0.01,0.27
